issueCount,codingDeliverablesHoursTotal,teamDistribution,standardDeviationCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,helpHoursTotal,nonCodingDeliverablesHoursStandardDeviation,commitMessageLengthStandardDeviation,nonCodingDeliverablesHoursTotal,averageNonCodingDeliverablesHoursAverageByStudent,teamMemberResponseCount,lateIssueCount,averageUniqueCommitMessagePercentByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,commitCount,standardDeviationCommitCountByWeek,standardDeviationMeetingHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageCommitCountByStudent,standardDeviationHelpHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByWeek,standardDeviationCommitMessageLengthTotalByWeek,standardDeviationInPersonMeetingHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,teamMemberCount,averageInPersonMeetingHoursTotalByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,inPersonMeetingHoursStandardDeviation,averageMeetingHoursTotalByStudent,standardDeviationUniqueCommitMessagePercentByWeek,standardDeviationResponsesByWeek,averageHelpHoursTotalByStudent,inPersonMeetingHoursAverage,averageCommitMessageLengthTotalByWeek,averageCodingDeliverablesHoursAverageByStudent,meetingHoursAverage,meetingHoursTotal,averageMeetingHoursAverageByWeek,averageMeetingHoursAverageByStudent,averageMeetingHoursTotalByWeek,averageResponsesByStudent,averageHelpHoursTotalByWeek,codingDeliverablesHoursStandardDeviation,teamLeadGender,commitMessageLengthAverage,averageCodingDeliverablesHoursTotalByWeek,meetingHoursStandardDeviation,commitMessageLengthTotal,standardDeviationMeetingHoursTotalByStudent,helpHoursAverage,standardDeviationMeetingHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationResponsesByStudent,standardDeviationHelpHoursAverageByWeek,averageHelpHoursAverageByWeek,femaleTeamMembersPercent,standardDeviationMeetingHoursAverageByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageNonCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByWeek,uniqueCommitMessagePercent,nonCodingDeliverablesHoursAverage,inPersonMeetingHoursTotal,onTimeIssueCount,averageCommitCountByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,codingDeliverablesHoursAverage,averageInPersonMeetingHoursAverageByStudent,averageResponsesByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessageCountByWeek,averageInPersonMeetingHoursTotalByWeek,averageHelpHoursAverageByStudent,helpHoursStandardDeviation,standardDeviationCommitCountByStudent,uniqueCommitMessageCount,averageCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,SE Process grade
0,6.071429,0,0.0,0.0,1.883117,10.0,1.537412,12.0,23.571429,2.083333,11,0,1.0,0.0,0.0,2,0.0,0.0,1.96699,2.0,0.470786,0.0,0.0,0.394836,0.5982069999999999,7,3.452381,0.323145,0.979121,3.690476,0.0,0.0,1.666667,1.883117,102.0,0.585317,2.012987,22.142858,2.012987,2.003968,22.142858,1.8333,10.0,0.835672,0,51.0,6.071429,0.715819,102,1.393417,0.909091,0.0,2.142857,0.687184,0.0,0.909091,0.1429,0.353264,2.0,1.265494,3.928572,0.551948,1.0,2.142857,20.714286,0,2.0,0.0,0.551948,1.904762,11.0,0.0,2.0,20.714286,0.912698,0.718699,0.0,2,1.0119049999999998,23.571429,0.0,0.665496,1.160333,1
0,2.857143,0,0.0,0.0,1.0714290000000002,2.142857,1.274755,0.0,4.821429,1.607143,3,0,1.0,0.0,0.0,1,0.0,0.0,0.910539,1.0,0.0,0.0,0.0,0.505076,0.910539,5,1.0714290000000002,1.34687,0.7071069999999999,1.190476,0.0,0.0,0.714286,1.0714290000000002,20.0,0.952381,1.190476,3.571429,1.190476,1.190476,3.571429,1.0,2.142857,1.885618,1,20.0,2.857143,0.471405,20,0.336718,0.714286,0.0,1.607143,0.0,0.0,0.714286,0.2,0.336718,1.0,0.505076,1.607143,0.952381,1.0,1.607143,3.214286,0,1.0,0.0,0.952381,1.0714290000000002,3.0,0.0,1.0,3.214286,0.714286,0.0,0.0,1,0.952381,4.821429,0.0,1.34687,0.0,0
0,3.571429,0,0.0,0.0,2.5,10.0,2.134375,10.230673,14.285715,2.571429,6,0,1.0,0.0,0.0,3,0.5,0.0,1.498298,3.0,1.3248030000000002,0.0,26.5,1.399708,1.603567,5,3.0,1.4285709999999998,1.892969,3.285714,0.0,0.0,2.0,2.5,40.5,0.714286,2.738095,16.428572,2.738095,2.714286,16.428572,1.2,10.0,1.86339,1,27.0,3.571429,3.131382,81,2.695423,1.666667,0.0,2.380952,0.4,0.0,1.666667,0.6,2.407471,3.0,1.937809,2.857143,0.595238,1.0,2.380952,15.0,0,1.5,0.0,0.595238,2.428571,6.0,0.5,1.5,15.0,1.714286,1.699673,0.0,3,0.714286,14.285715,0.0,1.4285709999999998,1.385051,1
0,2.142857,0,0.0,0.0,1.190476,2.5,1.154701,0.0,8.571429,1.5714290000000002,6,0,1.0,0.0,0.0,1,0.0,0.0,0.728431,1.0,0.319438,0.0,0.0,0.349927,0.832993,5,1.4285709999999998,0.571429,0.471405,1.285714,0.0,0.0,0.5,1.190476,27.0,0.428571,1.0714290000000002,6.428572,1.0714290000000002,1.0,6.428572,1.2,2.5,0.763763,1,27.0,2.142857,0.5,27,0.832993,0.416667,0.0,1.4285709999999998,0.4,0.0,0.416667,0.2,0.349927,1.0,0.782461,1.714286,0.357143,1.0,1.4285709999999998,7.142857000000001,0,1.0,0.0,0.357143,1.142857,6.0,0.0,1.0,7.142857000000001,0.357143,0.4487640000000001,0.0,1,0.428571,8.571429,0.0,0.571429,0.534522,1
0,0.0,0,0.0,0.0,2.589286,4.642857,1.870829,10.349272,18.571429,2.392857,8,0,0.55,0.0,0.0,11,4.5,0.0,1.474269,11.0,0.285714,0.0,31.5,0.428571,0.8112729999999999,5,4.142857,0.0,0.8926790000000001,4.142857,0.45,0.0,0.928571,2.589286,78.5,0.0,2.589286,20.714286,2.589286,2.464286,20.714286,1.6,4.642857,0.0,0,14.2727,0.0,0.8926790000000001,157,1.7871419999999998,0.580357,0.0,2.321429,0.489898,0.0,0.580357,0.0,0.428571,2.0,1.7871419999999998,3.714286,0.0,0.1818,2.321429,20.714286,0,5.5,0.0,0.0,2.464286,8.0,0.0,1.0,20.714286,0.571429,0.609175,0.0,2,0.0,18.571429,0.0,0.0,0.6227,0
0,5.214286,0,0.0,0.0,1.4285709999999998,1.5714290000000002,1.213352,0.0,8.285714,1.471429,6,0,1.0,0.0,0.0,1,0.0,0.0,0.703345,1.0,0.339267,0.0,0.0,0.349927,0.74724,5,1.714286,0.947499,0.57735,1.714286,0.0,0.0,0.314286,1.4285709999999998,28.0,1.021429,1.4285709999999998,8.571429,1.4285709999999998,1.357143,8.571429,1.2,1.5714290000000002,1.301815,1,28.0,5.214286,0.57735,28,0.968904,0.261905,0.0,1.380952,0.4,0.0,0.261905,0.6,0.349927,1.0,0.968904,1.657143,0.8690479999999999,1.0,1.380952,8.571429,0,1.0,0.0,0.8690479999999999,1.357143,6.0,0.0,1.0,8.571429,0.3,0.449691,0.0,1,1.042857,8.285714,0.0,0.927582,0.33073800000000003,1
0,3.571429,0,0.0,0.0,1.607143,2.142857,2.7698150000000004,15.667941,12.5,3.125,4,0,1.0,0.0,0.0,8,0.0,0.0,1.978439,4.0,0.592254,0.0,0.0,0.643848,1.978439,5,1.607143,1.170971,0.901388,1.6964290000000002,0.0,0.0,0.535714,1.607143,381.0,0.892857,1.6964290000000002,6.785714,1.6964290000000002,1.6964290000000002,6.785714,1.0,2.142857,1.63936,0,47.625,3.571429,0.960143,381,0.685817,0.535714,0.0,3.125,0.0,0.0,0.535714,0.0,0.685817,4.0,0.643848,3.125,0.892857,1.0,3.125,6.428572,0,8.0,0.0,0.892857,1.607143,4.0,0.0,8.0,6.428572,0.535714,0.829156,3.0,8,0.892857,12.5,0.0,1.170971,0.592254,1
0,1.785714,1,0.0,0.0,1.190476,0.714286,0.0,16.883128,4.285714,1.4285709999999998,3,0,1.0,0.0,0.0,5,0.0,0.0,0.0,2.5,0.16835899999999998,0.0,0.0,0.336718,0.0,3,1.190476,0.6070260000000001,0.471405,1.4285709999999998,0.0,0.0,0.238095,1.190476,133.0,0.595238,1.4285709999999998,4.285714,1.4285709999999998,1.4285709999999998,4.285714,1.0,0.714286,0.8498370000000001,0,26.6,1.785714,0.0,133,0.0,0.238095,0.0,1.4285709999999998,0.0,0.0,0.238095,0.0,0.0,2.5,0.336718,1.4285709999999998,0.595238,1.0,1.4285709999999998,3.571429,0,5.0,0.0,0.595238,1.190476,3.0,0.0,5.0,3.571429,0.238095,0.235702,1.5,5,0.595238,4.285714,0.0,0.6070260000000001,0.16835899999999998,0
0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.2857,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,1
0,0.0,0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0
0,0.0,0,0.0,0.0,1.0,0.25,0.0,0.0,4.0,4.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,0.0,2.0,0.0,0.0,0.25,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.25,0.0,0,0.0,0.0,0.0,0,0.0,0.25,0.0,4.0,0.0,0.0,0.25,0.1667,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0
0,1.0,1,0.0,0.0,1.0,0.5,0.0,0.0,45.0,45.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0,0.0,1.0,0.0,0,0.0,0.5,0.0,45.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,45.0,1.0,0.0,45.0,1.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0,1.0,45.0,0.0,0.0,0.0,0
0,6.285715,0,0.0,0.0,0.987013,8.0,3.3868970000000003,0.0,23.428572,2.081633,11,0,0.0,0.0,0.0,0,0.0,0.0,3.447953,0.0,0.6950770000000001,0.0,0.0,0.365072,1.805171,7,1.55102,0.8619879999999999,1.1354540000000002,3.020408,0.0,0.0,1.142857,0.987013,0.0,0.734694,1.922078,21.142858,1.922078,1.755102,21.142858,1.5714,8.0,1.3484,0,0.0,6.285715,3.2828129999999995,0,3.5054550000000004,0.727273,0.0,2.12987,0.494872,0.0,0.727273,0.1429,1.7035619999999998,0.0,0.901662,3.346939,0.571429,0.0,2.12987,10.857143,0,0.0,0.0,0.571429,0.938776,11.0,0.0,0.0,10.857143,0.653061,1.6564419999999995,0.0,0,0.8979590000000001,23.428572,0.0,0.909023,1.331388,1
0,2.857143,0,0.0,0.0,0.571429,10.285715,1.493789,0.0,14.857144,1.306123,11,0,0.0,0.0,0.0,0,0.0,0.0,1.664986,0.0,0.8517809999999999,0.0,0.0,0.387218,0.776584,7,0.8979590000000001,0.294331,0.8528030000000001,1.959184,0.0,0.0,1.469388,0.571429,0.0,0.204082,1.246753,13.714285999999998,1.246753,1.183674,13.714285999999998,1.5714,10.285715,0.890724,0,0.0,2.857143,1.1922620000000002,0,1.095217,0.935065,0.0,1.350649,0.494872,0.0,0.935065,0.1429,0.493186,0.0,0.6731600000000001,2.122449,0.25974,0.0,1.350649,6.285715,0,0.0,0.0,0.25974,0.6122449999999999,11.0,0.0,0.0,6.285715,0.836735,2.175179,0.0,0,0.408163,14.857144,0.0,0.588661,1.796846,0
0,0.0,0,0.0,0.0,0.920635,7.428572,8.75595,0.0,29.142858,2.816327,9,0,0.0,0.0,0.0,0,0.0,0.0,5.825164,0.0,0.901662,0.0,0.0,0.29993800000000004,2.73378,7,1.183674,0.0,0.566558,1.795918,0.0,0.0,1.061225,0.920635,0.0,0.0,1.396825,12.571429,1.396825,1.55102,12.571429,1.2857,7.428572,0.0,0,0.0,0.0,1.165343,0,0.475996,0.8253969999999999,0.0,3.238095,0.451754,0.0,0.8253969999999999,0.1429,0.645363,0.0,0.321388,4.163265,0.0,0.0,3.238095,8.285715,0,0.0,0.0,0.0,0.979592,9.0,0.0,0.0,8.285715,0.979592,1.4989709999999998,0.0,0,0.0,29.142858,0.0,0.0,0.886758,1
0,4.571429,1,0.0,0.0,0.952381,0.571429,4.027682,0.0,10.857143,3.619048,3,0,0.0,0.0,0.0,0,0.0,0.0,2.301533,0.0,0.269374,0.0,0.0,0.134687,2.301533,4,0.952381,2.154992,0.235702,1.809524,0.0,0.0,0.190476,0.952381,0.0,1.52381,1.809524,5.428572,1.809524,1.809524,5.428572,1.0,0.571429,3.771236,0,0.0,4.571429,1.312335,0,0.7499060000000001,0.190476,0.0,3.619048,0.0,0.0,0.190476,0.25,0.7499060000000001,0.0,0.134687,3.619048,1.52381,0.0,3.619048,2.857143,0,0.0,0.0,1.52381,0.952381,3.0,0.0,0.0,2.857143,0.190476,0.471405,0.0,0,1.52381,10.857143,0.0,2.154992,0.269374,0
0,2.142857,0,0.0,0.0,1.714286,2.857143,1.113553,0.0,7.5,1.5,5,0,0.0,0.0,0.0,0,0.0,0.0,0.795395,0.0,0.699854,0.0,0.0,0.349927,0.795395,5,1.714286,0.571429,0.489898,2.142857,0.0,0.0,0.571429,1.714286,0.0,0.428571,2.142857,10.714286,2.142857,2.142857,10.714286,1.0,2.857143,0.8,0,0.0,2.142857,0.632456,0,0.451754,0.571429,0.0,1.5,0.0,0.0,0.571429,0.2,0.451754,0.0,0.349927,1.5,0.428571,0.0,1.5,8.571429,0,0.0,0.0,0.428571,1.714286,5.0,0.0,0.0,8.571429,0.571429,0.979796,0.0,0,0.428571,7.5,0.0,0.571429,0.699854,1
0,1.4285709999999998,0,0.0,0.0,1.904762,0.714286,0.942809,0.0,7.142857000000001,2.380952,3,0,0.0,0.0,0.0,0,0.0,0.0,0.673435,0.0,0.336718,0.0,0.0,0.8908709999999999,0.673435,6,1.904762,0.673435,1.247219,2.619048,0.0,0.0,0.238095,1.904762,0.0,0.47619,2.619048,7.857142999999999,2.619048,2.619048,7.857142999999999,1.0,0.714286,0.942809,0,0.0,1.4285709999999998,0.471405,0,0.336718,0.238095,0.0,2.380952,0.0,0.0,0.238095,0.0,0.336718,0.0,0.8908709999999999,2.380952,0.47619,0.0,2.380952,5.714286,0,0.0,0.0,0.47619,1.904762,3.0,0.0,0.0,5.714286,0.238095,0.471405,0.0,0,0.47619,7.142857000000001,0.0,0.673435,0.336718,0
0,1.4285709999999998,0,0.0,0.0,2.142857,2.857143,0.5,0.0,5.0,2.5,2,0,0.0,0.0,0.0,0,0.0,0.0,0.357143,0.0,0.0,0.0,0.0,0.0,0.357143,4,2.142857,0.714286,0.0,2.142857,0.0,0.0,1.4285709999999998,2.142857,0.0,0.714286,2.142857,4.285714,2.142857,2.142857,4.285714,1.0,2.857143,1.0,1,0.0,1.4285709999999998,0.0,0,0.0,1.4285709999999998,0.0,2.5,0.0,0.0,1.4285709999999998,0.25,0.0,0.0,0.0,2.5,0.714286,0.0,2.5,4.285714,0,0.0,0.0,0.714286,2.142857,2.0,0.0,0.0,4.285714,1.4285709999999998,0.0,0.0,0,0.714286,5.0,0.0,0.714286,0.0,0
